asdf_id,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2020.sum,worldpop_pop_count_1km_mosaic.2020.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
38,46593.046875,804.680053711,47689.21875,804.680053711,49877.3828125,804.680053711,48814.265625,804.680053711,52188.1601562,804.680053711,51139.3125,804.680053711,53787.578125,804.680053711,56484.953125,804.680053711,55431.8828125,804.680053711,58352.984375,804.680053711,59715.8828125,804.680053711,61234.8867188,804.680053711,63233.921875,804.680053711,65167.375,804.680053711,67319.1875,804.680053711,69621.0625,804.680053711,71636.703125,804.680053711,73983.34375,804.680053711,76374.421875,804.680053711,78957.40625,804.680053711,81620.4296875,804.680053711,ADM2,38,38,DOM,DOM-ADM2-62336421B71472193,Hato Mayor,ADM2
39,53746.5390625,91.6299972534,54206.6171875,91.6299972534,55137.015625,91.6299972534,54211.4492188,91.6299972534,55443.890625,91.6299972534,55312.6015625,91.6299972534,55951.8632812,91.6299972534,56684.4609375,91.6299972534,56152.4765625,91.6299972534,56221.390625,91.6299972534,55997.96875,91.6299972534,56585.4296875,91.6299972534,57031.7421875,91.6299972534,57354.046875,91.6299972534,57582.3007812,91.6299972534,57797.59375,91.6299972534,58033.609375,91.6299972534,58198.578125,91.6299972534,58606.265625,91.6299972534,58528.4609375,91.6299972534,58917.4257812,91.6299972534,ADM2,39,39,DOM,DOM-ADM2-62336421B7563156,Tamboril,ADM2
40,inf,557.400024414,19265.78125,554.380004883,19234.3378906,554.380004883,19452.2851562,554.380004883,19119.2988281,554.380004883,19233.0566406,554.380004883,19109.9765625,554.380004883,19026.7929688,554.380004883,19073.6992188,554.380004883,19117.2851562,554.380004883,19184.21875,554.380004883,19003.9765625,554.380004883,18765.9140625,554.380004883,18717.4570312,554.380004883,18730.2460938,554.380004883,18700.7773438,554.380004883,18465.5273438,554.380004883,18386.8183594,554.380004883,18410.265625,554.380004883,18337.3398438,554.380004883,18285.6484375,554.380004883,ADM2,40,40,DOM,DOM-ADM2-62336421B22801617,Miches,ADM2
41,44630.375,791.909973145,45719.2539062,791.909973145,47802.3046875,791.909973145,46673.2226562,791.909973145,49868.2265625,791.909973145,48818.7578125,791.909973145,51122.9375,791.909973145,53907.4765625,791.909973145,52386.5429688,791.909973145,55248.8046875,791.909973145,56862.0703125,791.909973145,58316.59375,791.909973145,59606.5625,791.909973145,61078.71875,791.909973145,62746.296875,791.909973145,64543.4921875,791.909973145,66290.9140625,791.909973145,68154.71875,791.909973145,70058.4921875,791.909973145,72016.6015625,791.909973145,74107.8203125,791.909973145,ADM2,41,41,DOM,DOM-ADM2-62336421B83921061,Monte Plata,ADM2
42,inf,1128.73999023,4423.03125,1113.7199707,4727.85400391,1113.7199707,4498.49462891,1113.7199707,5107.85791016,1113.7199707,4863.92480469,1113.7199707,5254.328125,1113.7199707,5830.29492188,1113.7199707,5518.29296875,1113.7199707,6081.85400391,1113.7199707,6298.90820312,1113.7199707,6518.63037109,1113.7199707,7103.34619141,1113.7199707,7406.60644531,1113.7199707,7748.89892578,1113.7199707,8280.171875,1113.7199707,8703.69726562,1113.7199707,9184.71484375,1113.7199707,9670.05371094,1113.7199707,10225.5585938,1113.7199707,10777.0722656,1113.7199707,ADM2,42,42,DOM,DOM-ADM2-62336421B71031867,Oviedo,ADM2
43,7900.62890625,126.990005493,7959.87451172,126.990005493,8022.91357422,126.990005493,7869.79003906,126.990005493,7986.03271484,126.990005493,8094.45898438,126.990005493,8167.63623047,126.990005493,8450.32324219,126.990005493,8163.18652344,126.990005493,8492.70898438,126.990005493,8361.50195312,126.990005493,8064.12988281,126.990005493,8561.90234375,126.990005493,8552.17871094,126.990005493,8728.63085938,126.990005493,8735.84472656,126.990005493,8758.15234375,126.990005493,8828.49511719,126.990005493,8836.49902344,126.990005493,8898.23046875,126.990005493,8982.62890625,126.990005493,ADM2,43,43,DOM,DOM-ADM2-62336421B38565369,El Llano,ADM2
44,17377.5683594,329.860015869,17218.9726562,329.860015869,17127.1425781,329.860015869,17177.7539062,329.860015869,16986.1855469,329.860015869,17018.3574219,329.860015869,16881.6777344,329.860015869,16781.21875,329.860015869,16863.8398438,329.860015869,16645.3359375,329.860015869,16729.2226562,329.860015869,16393.9804688,329.860015869,16275.7988281,329.860015869,16111.5742188,329.860015869,16090.5097656,329.860015869,16070.9287109,329.860015869,15965.1767578,329.860015869,15871.3378906,329.860015869,15833.8652344,329.860015869,15752.2636719,329.860015869,15718.3837891,329.860015869,ADM2,44,44,DOM,DOM-ADM2-62336421B83331563,Guaymate,ADM2
45,13514.1591797,124.680000305,13426.3144531,124.680000305,13143.9960938,124.680000305,13290.4394531,124.680000305,12829.7910156,124.680000305,13029.9638672,124.680000305,12780.0625,124.680000305,12539.5410156,124.680000305,12684.2597656,124.680000305,12465.7607422,124.680000305,12451.8349609,124.680000305,12328.3027344,124.680000305,12350.96875,124.680000305,12238.6796875,124.680000305,12205.1474609,124.680000305,12142.7587891,124.680000305,12132.8144531,124.680000305,12040.0527344,124.680000305,11992.7783203,124.680000305,11893.53125,124.680000305,11866.0224609,124.680000305,ADM2,45,45,DOM,DOM-ADM2-62336421B97636919,Los Hidalgos,ADM2
46,17858.4707031,106.040000916,18029.3359375,106.040000916,18551.421875,106.040000916,18363.328125,106.040000916,19140.2304688,106.040000916,18754.5703125,106.040000916,19383.2558594,106.040000916,19766.984375,106.040000916,19507.1171875,106.040000916,19746.0722656,106.040000916,19777.1875,106.040000916,20295.0507812,106.040000916,20632.3398438,106.040000916,20877.3300781,106.040000916,20800.6367188,106.040000916,20934.09375,106.040000916,21609.0097656,106.040000916,21927.5429688,106.040000916,22166.5,106.040000916,22374.4980469,106.040000916,22583.1757812,106.040000916,ADM2,46,46,DOM,DOM-ADM2-62336421B48034223,Maimón,ADM2
47,2861.55517578,480.0,2921.65405273,480.0,3117.45336914,480.0,3127.87402344,480.0,3371.22070312,480.0,3215.76416016,480.0,3404.9855957,480.0,3627.98876953,480.0,3518.08422852,480.0,3835.43652344,480.0,3924.65625,480.0,4106.02392578,480.0,4133.48242188,480.0,4230.49121094,480.0,4454.66601562,480.0,4652.53466797,480.0,4831.83300781,480.0,5041.14648438,480.0,5259.3203125,480.0,5495.14160156,480.0,5738.20654297,480.0,ADM2,47,47,DOM,DOM-ADM2-62336421B24482481,Mella,ADM2
48,11429.7832031,178.559997559,11465.1289062,178.559997559,11501.3623047,178.559997559,11416.1826172,178.559997559,11505.7333984,178.559997559,11483.9228516,178.559997559,11558.484375,178.559997559,11658.46875,178.559997559,11593.8759766,178.559997559,11570.5458984,178.559997559,11643.8261719,178.559997559,11576.1992188,178.559997559,11565.1884766,178.559997559,11562.8574219,178.559997559,11582.8398438,178.559997559,11630.5019531,178.559997559,11635.3339844,178.559997559,11617.1289062,178.559997559,11655.6113281,178.559997559,11633.8056641,178.559997559,11661.8037109,178.559997559,ADM2,48,48,DOM,DOM-ADM2-62336421B3277749,Monción,ADM2
49,23801.4648438,641.709960938,23643.5058594,641.709960938,23335.9921875,641.709960938,24249.1835938,641.709960938,23081.0585938,641.709960938,23204.4804688,641.709960938,22911.7519531,641.709960938,22590.1679688,641.709960938,22651.2402344,641.709960938,22917.8789062,641.709960938,22509.265625,641.709960938,22263.9316406,641.709960938,21880.8046875,641.709960938,21600.8007812,641.709960938,21935.0527344,641.709960938,21761.4980469,641.709960938,21423.875,641.709960938,21221.046875,641.709960938,21209.46875,641.709960938,21069.9921875,641.709960938,20969.5605469,641.709960938,ADM2,49,49,DOM,DOM-ADM2-62336421B67264769,Monte Cristi,ADM2
50,26109.6367188,358.369995117,26718.2226562,358.369995117,28561.6367188,358.369995117,28113.3007812,358.369995117,29923.2070312,358.369995117,29129.9179688,358.369995117,31302.3359375,358.369995117,33435.6132812,358.369995117,32215.8300781,358.369995117,34764.90625,358.369995117,35980.3515625,358.369995117,37212.2109375,358.369995117,38197.4804688,358.369995117,39301.9375,358.369995117,40844.2421875,358.369995117,42105.1523438,358.369995117,43637.7890625,358.369995117,45221.7460938,358.369995117,46915.3632812,358.369995117,48775.421875,358.369995117,50600.2734375,358.369995117,ADM2,50,50,DOM,DOM-ADM2-62336421B31478267,Neiba,ADM2
51,25737.7421875,661.780029297,26174.8476562,661.780029297,27025.8886719,661.780029297,26565.7929688,661.780029297,28006.0332031,661.780029297,27531.9804688,661.780029297,28537.1738281,661.780029297,29508.6757812,661.780029297,29051.4160156,661.780029297,30037.4414062,661.780029297,30610.1914062,661.780029297,31200.0488281,661.780029297,32065.9960938,661.780029297,32782.828125,661.780029297,33479.0,661.780029297,34208.96875,661.780029297,34888.828125,661.780029297,35681.4921875,661.780029297,36465.1953125,661.780029297,37288.09375,661.780029297,38159.8359375,661.780029297,ADM2,51,51,DOM,DOM-ADM2-62336421B67620032,Sabana Grande De Boyá,ADM2
52,12609.2275391,541.989990234,12966.1015625,541.989990234,13822.3193359,541.989990234,13499.2949219,541.989990234,14607.4912109,541.989990234,14161.5800781,541.989990234,15051.3085938,541.989990234,16112.3408203,541.989990234,15584.4550781,541.989990234,16711.0546875,541.989990234,17423.4042969,541.989990234,18066.0,541.989990234,18923.6171875,541.989990234,19658.1328125,541.989990234,20417.0839844,541.989990234,21338.375,541.989990234,22158.0351562,541.989990234,23119.9492188,541.989990234,24134.5761719,541.989990234,25215.65625,541.989990234,26417.8925781,541.989990234,ADM2,52,52,DOM,DOM-ADM2-62336421B31312192,Las Yayas De Viajama,ADM2
53,28674.0566406,35.6900024414,28756.8242188,35.6900024414,28345.4335938,35.6900024414,28628.6835938,35.6900024414,27976.1875,35.6900024414,28231.9023438,35.6900024414,27862.8261719,35.6900024414,27751.0507812,35.6900024414,27883.796875,35.6900024414,27615.3320312,35.6900024414,27209.9140625,35.6900024414,27439.3867188,35.6900024414,27132.2070312,35.6900024414,27002.9042969,35.6900024414,27033.8046875,35.6900024414,26897.4472656,35.6900024414,26703.9589844,35.6900024414,26381.6328125,35.6900024414,26417.3242188,35.6900024414,26111.8535156,35.6900024414,26198.828125,35.6900024414,ADM2,53,53,DOM,DOM-ADM2-62336421B48449332,Licey Al Medio,ADM2
54,13512.1416016,115.029998779,13659.3945312,115.029998779,14085.0820312,115.029998779,13813.7265625,115.029998779,14326.2636719,115.029998779,14166.4335938,115.029998779,14411.8671875,115.029998779,14840.7363281,115.029998779,14616.2207031,115.029998779,15126.7617188,115.029998779,15307.1806641,115.029998779,15548.9277344,115.029998779,15503.4433594,115.029998779,15819.9814453,115.029998779,15909.1113281,115.029998779,16073.6171875,115.029998779,16268.9042969,115.029998779,16424.0898438,115.029998779,16617.8925781,115.029998779,16774.5546875,115.029998779,16958.7441406,115.029998779,ADM2,54,54,DOM,DOM-ADM2-62336421B3088937,Las Guáranas,ADM2
55,4609.1328125,160.63999939,4554.47412109,160.63999939,4482.53417969,160.63999939,4489.92919922,160.63999939,4465.98779297,160.63999939,4526.7578125,160.63999939,4423.07080078,160.63999939,4314.02832031,160.63999939,4394.79003906,160.63999939,4362.13085938,160.63999939,4178.08447266,160.63999939,4188.81835938,160.63999939,4130.56054688,160.63999939,4112.57421875,160.63999939,4042.67041016,160.63999939,3977.60058594,160.63999939,3961.48144531,160.63999939,3919.84594727,160.63999939,3878.33178711,160.63999939,3823.13769531,160.63999939,3781.81640625,160.63999939,ADM2,55,55,DOM,DOM-ADM2-62336421B53971586,Las Salinas,ADM2
56,79874.5234375,51.4700012207,82126.1875,51.4700012207,89303.3828125,51.4700012207,85214.890625,51.4700012207,96785.6953125,51.4700012207,93053.703125,51.4700012207,100137.328125,51.4700012207,108996.484375,51.4700012207,104613.867188,51.4700012207,112995.234375,51.4700012207,119172.148438,51.4700012207,121948.804688,51.4700012207,125271.273438,51.4700012207,131191.953125,51.4700012207,136656.53125,51.4700012207,143018.6875,51.4700012207,149521.265625,51.4700012207,155711.375,51.4700012207,161956.984375,51.4700012207,169586.875,51.4700012207,177355.65625,51.4700012207,ADM2,56,56,DOM,DOM-ADM2-62336421B48097933,Bajos de Haina,ADM2
57,15999.0537109,169.770004272,15948.1689453,169.770004272,15780.7011719,169.770004272,15836.2070312,169.770004272,15647.2041016,169.770004272,15667.625,169.770004272,15688.6494141,169.770004272,15439.8105469,169.770004272,15548.2011719,169.770004272,15288.9228516,169.770004272,15235.2851562,169.770004272,15136.8603516,169.770004272,15072.2265625,169.770004272,14963.6132812,169.770004272,14884.1074219,169.770004272,14773.28125,169.770004272,14683.6318359,169.770004272,14633.8935547,169.770004272,14596.8466797,169.770004272,14533.7285156,169.770004272,14504.46875,169.770004272,ADM2,57,57,DOM,DOM-ADM2-62336421B43959533,Castillo,ADM2
58,11267.8183594,309.570007324,11498.765625,309.570007324,11910.4257812,309.570007324,11703.5078125,309.570007324,12414.3222656,309.570007324,12218.9824219,309.570007324,12683.6875,309.570007324,13269.7001953,309.570007324,13059.6142578,309.570007324,13580.9306641,309.570007324,13776.9892578,309.570007324,14136.4707031,309.570007324,14507.9570312,309.570007324,14900.3496094,309.570007324,15343.9306641,309.570007324,15790.4169922,309.570007324,16236.4892578,309.570007324,16709.6933594,309.570007324,17250.5488281,309.570007324,17792.1210938,309.570007324,18368.1171875,309.570007324,ADM2,58,58,DOM,DOM-ADM2-62336421B92876991,Cevicos,ADM2
59,inf,199.0,6263.41650391,186.059997559,6388.68017578,186.059997559,6342.6796875,186.059997559,6554.75292969,186.059997559,6437.8046875,186.059997559,6560.67285156,186.059997559,6615.63378906,186.059997559,6624.16210938,186.059997559,6580.97314453,186.059997559,6720.38964844,186.059997559,6794.01123047,186.059997559,6890.12402344,186.059997559,6885.30761719,186.059997559,7003.39648438,186.059997559,7149.24365234,186.059997559,7137.66552734,186.059997559,7196.4296875,186.059997559,7304.86132812,186.059997559,7389.37841797,186.059997559,7500.84033203,186.059997559,ADM2,59,59,DOM,DOM-ADM2-62336421B74273481,Cristóbal,ADM2
60,10809.5136719,154.690002441,10793.4570312,154.690002441,10801.5175781,154.690002441,10810.7744141,154.690002441,10828.3564453,154.690002441,10822.5146484,154.690002441,10859.6835938,154.690002441,10850.9306641,154.690002441,10872.1962891,154.690002441,10961.3867188,154.690002441,10914.1435547,154.690002441,11088.3730469,154.690002441,11044.9824219,154.690002441,11067.1289062,154.690002441,11018.28125,154.690002441,11027.2226562,154.690002441,11088.2314453,154.690002441,11111.1582031,154.690002441,11138.8242188,154.690002441,11168.96875,154.690002441,11235.8095703,154.690002441,ADM2,60,60,DOM,DOM-ADM2-62336421B49862125,Hondo Valle,ADM2
61,24896.5644531,204.559997559,24673.6015625,204.559997559,24116.9082031,204.559997559,24306.3613281,204.559997559,23518.6171875,204.559997559,23840.7714844,204.559997559,23284.5703125,204.559997559,22882.4023438,204.559997559,23026.0859375,204.559997559,22491.0273438,204.559997559,22312.4453125,204.559997559,22159.4960938,204.559997559,21854.7148438,204.559997559,21639.8164062,204.559997559,21472.3164062,204.559997559,21257.0488281,204.559997559,21000.2460938,204.559997559,20816.2988281,204.559997559,20585.3144531,204.559997559,20378.1484375,204.559997559,20164.4199219,204.559997559,ADM2,61,61,DOM,DOM-ADM2-62336421B73173831,Imbert,ADM2
62,8914.50097656,146.769989014,8886.49414062,146.769989014,8920.69726562,146.769989014,8982.81054688,146.769989014,9148.3359375,146.769989014,9165.7578125,146.769989014,9117.29101562,146.769989014,9169.68457031,146.769989014,9111.70703125,146.769989014,9478.40527344,146.769989014,9486.65527344,146.769989014,9401.4296875,146.769989014,9191.17382812,146.769989014,9270.61523438,146.769989014,9245.97753906,146.769989014,9332.19921875,146.769989014,9240.0390625,146.769989014,9298.01757812,146.769989014,9409.52246094,146.769989014,9492.6796875,146.769989014,9542.09667969,146.769989014,ADM2,62,62,DOM,DOM-ADM2-62336421B38325088,La Ciénaga,ADM2
63,inf,187.989990234,7775.98291016,185.5,7770.88183594,185.5,7791.02099609,185.5,7771.04443359,185.5,7770.21386719,185.5,7775.921875,185.5,7831.32421875,185.5,7836.16503906,185.5,7780.81445312,185.5,7811.3984375,185.5,7859.29248047,185.5,7744.66162109,185.5,7789.37060547,185.5,7770.69238281,185.5,7775.20996094,185.5,7809.38964844,185.5,7815.43408203,185.5,7823.91113281,185.5,7843.29150391,185.5,7837.76904297,185.5,ADM2,63,63,DOM,DOM-ADM2-62336421B14853515,Los Ríos,ADM2
64,1.6333552233e+38,718.729980469,23799.5292969,718.170043945,23122.8417969,718.170043945,23615.84375,718.170043945,22733.6503906,718.170043945,23009.8867188,718.170043945,22537.7128906,718.170043945,21765.9082031,718.170043945,22135.5585938,718.170043945,21456.7871094,718.170043945,21154.7890625,718.170043945,20926.125,718.170043945,20506.6113281,718.170043945,19976.9804688,718.170043945,19857.5859375,718.170043945,19664.0039062,718.170043945,19308.5195312,718.170043945,18997.2460938,718.170043945,18860.5019531,718.170043945,18602.8476562,718.170043945,18423.7832031,718.170043945,ADM2,64,64,DOM,DOM-ADM2-62336421B78011927,Padre Las Casas,ADM2
65,12636.5302734,171.909988403,12710.71875,171.909988403,13104.8554688,171.909988403,12828.796875,171.909988403,13774.6552734,171.909988403,13518.7275391,171.909988403,14134.9951172,171.909988403,14298.375,171.909988403,14141.9775391,171.909988403,14582.7597656,171.909988403,14829.7675781,171.909988403,15034.9414062,171.909988403,15087.1308594,171.909988403,15218.5048828,171.909988403,15457.6464844,171.909988403,15710.9882812,171.909988403,16002.578125,171.909988403,16243.421875,171.909988403,16544.9335938,171.909988403,16793.3710938,171.909988403,17131.6464844,171.909988403,ADM2,65,65,DOM,DOM-ADM2-62336421B74605063,Paraíso,ADM2
66,42072.0546875,280.33001709,44321.3945312,280.33001709,49347.1757812,280.33001709,46478.3320312,280.33001709,54654.8007812,280.33001709,51470.0898438,280.33001709,57377.5234375,280.33001709,64206.21875,280.33001709,60804.1875,280.33001709,66958.046875,280.33001709,70257.328125,280.33001709,74163.46875,280.33001709,78482.9375,280.33001709,82777.8359375,280.33001709,87438.7734375,280.33001709,92287.4296875,280.33001709,97474.6015625,280.33001709,102908.710938,280.33001709,108706.648438,280.33001709,114717.5625,280.33001709,121343.21875,280.33001709,ADM2,66,66,DOM,DOM-ADM2-62336421B97197265,Pedro Brand,ADM2
67,9648.87890625,164.109985352,10020.4121094,164.109985352,10796.7382812,164.109985352,10383.3769531,164.109985352,11513.5058594,164.109985352,11146.1533203,164.109985352,11978.2714844,164.109985352,13290.1308594,164.109985352,12865.6054688,164.109985352,13715.296875,164.109985352,14080.4804688,164.109985352,14660.4921875,164.109985352,15297.5058594,164.109985352,15654.4882812,164.109985352,16461.3398438,164.109985352,17055.5234375,164.109985352,17797.1679688,164.109985352,18420.5546875,164.109985352,19098.8515625,164.109985352,19829.9648438,164.109985352,20524.1660156,164.109985352,ADM2,67,67,DOM,DOM-ADM2-62336421B39354676,Peralta,ADM2
68,3124.10522461,154.920013428,3301.39941406,154.920013428,3686.89257812,154.920013428,3451.26806641,154.920013428,4085.98876953,154.920013428,3860.96557617,154.920013428,4224.11669922,154.920013428,4670.52294922,154.920013428,4479.60595703,154.920013428,5025.10644531,154.920013428,5245.24804688,154.920013428,5490.07617188,154.920013428,5928.81445312,154.920013428,6226.70263672,154.920013428,6576.39453125,154.920013428,6913.41162109,154.920013428,7291.05175781,154.920013428,7684.78222656,154.920013428,8081.65527344,154.920013428,8495.65820312,154.920013428,8968.29101562,154.920013428,ADM2,68,68,DOM,DOM-ADM2-62336421B95502648,Postrer Río,ADM2
69,11070.078125,61.8700027466,11193.1640625,61.8700027466,11263.6191406,61.8700027466,11223.2285156,61.8700027466,11452.4414062,61.8700027466,11196.7128906,61.8700027466,11372.5488281,61.8700027466,11610.171875,61.8700027466,11354.6445312,61.8700027466,11732.1259766,61.8700027466,11752.2714844,61.8700027466,11795.9570312,61.8700027466,11860.734375,61.8700027466,12186.0419922,61.8700027466,12200.6933594,61.8700027466,12177.0546875,61.8700027466,12269.0390625,61.8700027466,12376.2529297,61.8700027466,12347.2841797,61.8700027466,12419.1035156,61.8700027466,12456.9794922,61.8700027466,ADM2,69,69,DOM,DOM-ADM2-62336421B60282341,Pueblo Viejo,ADM2
70,16272.15625,38.0799980164,16398.8984375,38.0799980164,16537.4765625,38.0799980164,16212.4199219,38.0799980164,17334.2089844,38.0799980164,16781.2109375,38.0799980164,17680.1679688,38.0799980164,17800.8378906,38.0799980164,17781.9746094,38.0799980164,17968.3671875,38.0799980164,18124.7734375,38.0799980164,18163.2753906,38.0799980164,17984.21875,38.0799980164,18254.1523438,38.0799980164,18474.7988281,38.0799980164,18654.4882812,38.0799980164,18719.2929688,38.0799980164,18880.765625,38.0799980164,19373.2070312,38.0799980164,19778.3457031,38.0799980164,20221.8964844,38.0799980164,ADM2,70,70,DOM,DOM-ADM2-62336421B13638224,Sabana Grande de Palenque,ADM2
71,1.76946804026e+38,2152.81005859,126932.3125,2152.25,128000.554688,2152.25,128073.375,2152.25,128259.421875,2152.25,128233.125,2152.25,128995.5625,2152.25,130161.84375,2152.25,129507.40625,2152.25,130352.507812,2152.25,131504.5,2152.25,131130.328125,2152.25,132323.703125,2152.25,132536.953125,2152.25,132467.484375,2152.25,132814.625,2152.25,133059.90625,2152.25,133522.515625,2152.25,133871.359375,2152.25,134379.71875,2152.25,134882.75,2152.25,ADM2,71,71,DOM,DOM-ADM2-62336421B57896719,San Juan,ADM2
72,130863.5,186.360015869,135633.59375,186.360015869,145463.859375,186.360015869,140357.375,186.360015869,156642.046875,186.360015869,151297.40625,186.360015869,162425.90625,186.360015869,174914.625,186.360015869,168526.171875,186.360015869,180337.140625,186.360015869,186355.75,186.360015869,193547.8125,186.360015869,200250.03125,186.360015869,207926.234375,186.360015869,215696.046875,186.360015869,223742.640625,186.360015869,231671.75,186.360015869,239977.09375,186.360015869,249061.8125,186.360015869,258193.765625,186.360015869,267628.75,186.360015869,ADM2,72,72,DOM,DOM-ADM2-62336421B73103501,San Pedro De Macorís,ADM2
73,17808.9941406,1217.79003906,18638.359375,1217.79003906,19741.1542969,1217.79003906,19049.6914062,1217.79003906,21269.625,1217.79003906,20743.03125,1217.79003906,21887.1171875,1217.79003906,23925.9609375,1217.79003906,23135.5664062,1217.79003906,24799.65625,1217.79003906,25799.9472656,1217.79003906,27111.1542969,1217.79003906,28178.1972656,1217.79003906,28426.59375,1217.79003906,29662.5371094,1217.79003906,30996.8457031,1217.79003906,31644.2871094,1217.79003906,32600.4277344,1217.79003906,34144.3007812,1217.79003906,35349.7109375,1217.79003906,36851.96875,1217.79003906,ADM2,73,73,DOM,DOM-ADM2-62336421B26395262,San Rafael Del Yuma,ADM2
74,901120.875,116.260002136,911292.1875,116.260002136,929378.875,116.260002136,918235.0,116.260002136,948443.875,116.260002136,937440.0,116.260002136,956008.375,116.260002136,976070.875,116.260002136,967621.125,116.260002136,984262.875,116.260002136,995165.0,116.260002136,1005941.5,116.260002136,1015543.375,116.260002136,1025449.5,116.260002136,1036194.625,116.260002136,1048001.1875,116.260002136,1056725.5,116.260002136,1067404.875,116.260002136,1080369.125,116.260002136,1093552.0,116.260002136,1105142.5,116.260002136,ADM2,74,74,DOM,DOM-ADM2-62336421B7640444,Santo Domingo De Guzmán,ADM2
75,74151.6015625,533.83996582,74995.6015625,533.83996582,76265.484375,533.83996582,75607.3515625,533.83996582,77725.46875,533.83996582,77254.734375,533.83996582,78581.484375,533.83996582,80104.9140625,533.83996582,79398.5703125,533.83996582,81216.9296875,533.83996582,81982.1484375,533.83996582,82682.078125,533.83996582,83710.015625,533.83996582,84587.65625,533.83996582,85345.453125,533.83996582,86131.703125,533.83996582,86980.3125,533.83996582,87841.0078125,533.83996582,88733.125,533.83996582,89660.359375,533.83996582,90538.828125,533.83996582,ADM2,75,75,DOM,DOM-ADM2-62336421B89891078,Villa Altagracia,ADM2
76,91529.9296875,520.260009766,91433.40625,520.260009766,92992.8359375,520.260009766,92166.40625,520.260009766,93623.5859375,520.260009766,93098.359375,520.260009766,94137.34375,520.260009766,94210.765625,520.260009766,94334.53125,520.260009766,94777.859375,520.260009766,95197.3046875,520.260009766,96134.09375,520.260009766,95821.4296875,520.260009766,96198.890625,520.260009766,96869.8828125,520.260009766,97433.2265625,520.260009766,97944.8125,520.260009766,98428.09375,520.260009766,99054.453125,520.260009766,99587.59375,520.260009766,100111.375,520.260009766,ADM2,76,76,DOM,DOM-ADM2-62336421B89520614,Azua,ADM2
77,10470.8505859,207.269989014,10185.1591797,207.269989014,9824.65234375,207.269989014,9927.84082031,207.269989014,9382.93652344,207.269989014,9613.08203125,207.269989014,9276.50195312,207.269989014,8924.00390625,207.269989014,9126.49804688,207.269989014,8741.39746094,207.269989014,8677.39257812,207.269989014,8232.4765625,207.269989014,8161.80664062,207.269989014,7930.26953125,207.269989014,8043.96386719,207.269989014,7948.9765625,207.269989014,7662.17480469,207.269989014,7505.3125,207.269989014,7412.33544922,207.269989014,7279.33886719,207.269989014,7140.87646484,207.269989014,ADM2,77,77,DOM,DOM-ADM2-62336421B83190598,Sabana Larga,ADM2
78,26568.8847656,429.269989014,26443.9648438,429.269989014,25927.421875,429.269989014,26144.0429688,429.269989014,25554.1347656,429.269989014,25657.96875,429.269989014,25364.9277344,429.269989014,25146.625,429.269989014,25358.9003906,429.269989014,24668.0039062,429.269989014,24476.4492188,429.269989014,24195.6210938,429.269989014,24067.28125,429.269989014,23865.78125,429.269989014,23737.0390625,429.269989014,23482.390625,429.269989014,23303.2851562,429.269989014,23079.7304688,429.269989014,22909.0195312,429.269989014,22681.6757812,429.269989014,22537.0429688,429.269989014,ADM2,78,78,DOM,DOM-ADM2-62336421B48046812,Sánchez,ADM2
